Year,ISO3 Code,Rank,Country,Greenplexity Index,Change in 5yrs
2013,JPN,1,Japan,3.58,N/A
2013,DEU,2,Germany,3.41,N/A
2013,USA,3,United States of America,2.82,N/A
2013,FRA,4,France,2.77,N/A
2013,CZE,5,Czech Republic,2.75,N/A
2013,ITA,6,Italy,2.64,N/A
2013,AUT,7,Austria,2.63,N/A
2013,SWE,8,Sweden,2.60,N/A
2013,CHN,9,China,2.55,N/A
2013,HUN,10,Hungary,2.51,N/A
2013,KOR,11,South Korea,2.43,N/A
2013,SVN,12,Slovenia,2.41,N/A
2013,TWN,13,Taiwan,2.32,N/A
2013,GBR,14,United Kingdom of Great Britain and Northern Ireland,2.31,N/A
2013,CHE,15,Switzerland,2.14,N/A
2013,POL,16,Poland,2.10,N/A
2013,FIN,17,Finland,2.08,N/A
2013,DNK,18,Denmark,2.06,N/A
2013,BEL,19,Belgium,1.99,N/A
2013,SGP,20,Singapore,1.84,N/A
2013,ROU,21,Romania,1.84,N/A
2013,SVK,22,Slovakia,1.70,N/A
2013,NLD,23,Netherlands,1.57,N/A
2013,HRV,24,Croatia,1.55,N/A
2013,MEX,25,Mexico,1.55,N/A
2013,ESP,26,Spain,1.53,N/A
2013,EST,27,Estonia,1.52,N/A
2013,THA,28,Thailand,1.46,N/A
2013,HKG,29,Hong Kong,1.39,N/A
2013,LTU,30,Lithuania,1.34,N/A
2013,ISR,31,Israel,1.28,N/A
2013,PRT,32,Portugal,1.24,N/A
2013,MYS,33,Malaysia,1.13,N/A
2013,LVA,34,Latvia,1.08,N/A
2013,BLR,35,Belarus,1.03,N/A
2013,TUN,36,Tunisia,1.00,N/A
2013,BGR,37,Bulgaria,0.91,N/A
2013,TUR,38,Turkiye,0.90,N/A
2013,IND,39,India,0.83,N/A
2013,SRB,40,Serbia,0.70,N/A
2013,PHL,41,Philippines,0.65,N/A
2013,CAN,42,Canada,0.64,N/A
2013,UKR,43,Ukraine,0.52,N/A
2013,IRL,44,Ireland,0.45,N/A
2013,BIH,45,Bosnia and Herzegovina,0.40,N/A
2013,CRI,46,Costa Rica,0.39,N/A
2013,LBN,47,Lebanon,0.39,N/A
2013,NZL,48,New Zealand,0.35,N/A
2013,PAN,49,Panama,0.33,N/A
2013,GRC,50,Greece,0.30,N/A
2013,NOR,51,Norway,0.26,N/A
2013,MDA,52,Moldova,0.22,N/A
2013,IDN,53,Indonesia,0.20,N/A
2013,ZAF,54,South Africa,0.19,N/A
2013,JOR,55,Jordan,0.14,N/A
2013,VNM,56,Vietnam,0.13,N/A
2013,CYP,57,Cyprus,0.13,N/A
2013,BRA,58,Brazil,0.12,N/A
2013,ARG,59,Argentina,0.12,N/A
2013,ARE,60,United Arab Emirates,0.10,N/A
2013,SLV,61,El Salvador,0.04,N/A
2013,COL,62,Colombia,-0.04,N/A
2013,DOM,63,Dominican Republic,-0.04,N/A
2013,MUS,64,Mauritius,-0.06,N/A
2013,SWZ,65,Eswatini,-0.07,N/A
2013,BHR,66,Bahrain,-0.11,N/A
2013,MKD,67,North Macedonia,-0.14,N/A
