Year,ISO3 Code,Rank,Country,Greenplexity Index,Change in 5yrs
2018,PNG,128,Papua New Guinea,-1.00,-10
2018,GHA,129,Ghana,-1.03,-18
2018,NAM,130,Namibia,-1.03,-35
2018,COG,131,Republic of the Congo,-1.07,6
2018,NGA,132,Nigeria,-1.08,1
2018,IRN,133,Iran,-1.09,-11
2018,MMR,134,Myanmar,-1.15,9
2018,ZMB,135,Zambia,-1.18,-5
2018,PER,136,Peru,-1.18,-13
2018,TJK,137,Tajikistan,-1.18,-24
2018,BOL,138,Bolivia,-1.22,-2
2018,MDG,139,Madagascar,-1.26,1
2018,MNG,140,Mongolia,-1.29,-5
2018,ZWE,141,Zimbabwe,-1.35,-2
2018,AUS,142,Australia,-1.37,0
2018,KAZ,143,Kazakhstan,-1.55,2
2018,MOZ,144,Mozambique,-1.60,-10
2018,COD,145,Democratic Republic of the Congo,-1.65,-1
