Year,ISO3 Code,Rank,Country,Greenplexity Index,Change in 5yrs
2017,CUB,107,Cuba,-0.69,15
2017,GIN,108,Guinea,-0.71,16
2017,CMR,109,Cameroon,-0.74,6
2017,LBY,110,Libya,-0.75,-4
2017,YEM,111,Yemen,-0.76,-26
2017,CIV,112,Côte d'Ivoire,-0.77,16
2017,OMN,113,Oman,-0.78,16
2017,MWI,114,Malawi,-0.79,4
2017,VEN,115,Venezuela,-0.80,8
2017,BFA,116,Burkina Faso,-0.81,0
2017,COG,117,Republic of the Congo,-0.87,22
2017,PAK,118,Pakistan,-0.88,-9
2017,GAB,119,Gabon,-0.89,7
2017,SEN,120,Senegal,-0.89,-31
2017,SDN,121,Sudan,-0.90,-11
2017,IRN,122,Iran,-0.93,12
2017,MRT,123,Mauritania,-0.93,-2
2017,ETH,124,Ethiopia,-0.93,-32
2017,NAM,125,Namibia,-0.97,-17
2017,CHL,126,Chile,-0.98,-14
2017,UGA,127,Uganda,-1.01,-32
2017,PNG,128,Papua New Guinea,-1.02,-17
2017,TJK,129,Tajikistan,-1.03,-2
2017,NGA,130,Nigeria,-1.05,1
2017,MMR,131,Myanmar,-1.09,13
2017,GHA,132,Ghana,-1.10,-2
2017,RWA,133,Rwanda,-1.11,-13
2017,MDG,134,Madagascar,-1.14,-2
2017,ZMB,135,Zambia,-1.18,-2
2017,LAO,136,Laos,-1.19,6
2017,PER,137,Peru,-1.23,-18
2017,BOL,138,Bolivia,-1.24,-1
2017,AUS,139,Australia,-1.29,1
2017,MNG,140,Mongolia,-1.32,-5
2017,ZWE,141,Zimbabwe,-1.37,-5
2017,TZA,142,Tanzania,-1.40,-4
2017,MOZ,143,Mozambique,-1.45,-2
2017,COD,144,Democratic Republic of the Congo,-1.61,-1
2017,KAZ,145,Kazakhstan,-1.73,0
