Year,ISO3 Code,Rank,Country,Greenplexity Index,Change in 5yrs
2021,JPN,1,Japan,3.62,0
2021,DEU,2,Germany,3.26,0
2021,CHN,3,China,2.83,3
2021,CZE,4,Czech Republic,2.74,1
2021,FRA,5,France,2.60,-2
2021,USA,6,United States of America,2.50,-2
2021,ITA,7,Italy,2.46,3
2021,KOR,8,South Korea,2.43,0
2021,HUN,9,Hungary,2.34,0
2021,AUT,10,Austria,2.34,-3
2021,TWN,11,Taiwan,2.32,0
2021,GBR,12,United Kingdom of Great Britain and Northern Ireland,2.32,4
2021,SVN,13,Slovenia,2.24,-1
2021,ROU,14,Romania,2.24,0
2021,SWE,15,Sweden,2.10,-2
2021,DNK,16,Denmark,2.00,-1
2021,POL,17,Poland,1.99,3
2021,FIN,18,Finland,1.88,1
2021,CHE,19,Switzerland,1.85,-1
2021,SGP,20,Singapore,1.78,1
2021,SVK,21,Slovakia,1.72,2
2021,BEL,22,Belgium,1.67,-5
2021,ISR,23,Israel,1.55,8
2021,LTU,24,Lithuania,1.49,5
2021,MEX,25,Mexico,1.48,-1
2021,THA,26,Thailand,1.47,-1
2021,NLD,27,Netherlands,1.44,-5
2021,MYS,28,Malaysia,1.43,0
2021,ESP,29,Spain,1.41,-2
2021,EST,30,Estonia,1.41,-4
2021,HKG,31,Hong Kong,1.35,1
2021,HRV,32,Croatia,1.26,-2
2021,LVA,33,Latvia,1.16,6
2021,TUN,34,Tunisia,1.09,0
2021,BGR,35,Bulgaria,1.02,3
2021,PRT,36,Portugal,0.99,-3
2021,IND,37,India,0.99,-1
2021,SRB,38,Serbia,0.96,2
2021,BLR,39,Belarus,0.94,-4
2021,PHL,40,Philippines,0.79,1
2021,VNM,41,Vietnam,0.73,9
2021,TUR,42,Turkiye,0.70,-5
2021,CAN,43,Canada,0.54,-1
2021,BIH,44,Bosnia and Herzegovina,0.47,7
2021,CRI,45,Costa Rica,0.42,-1
2021,ARE,46,United Arab Emirates,0.36,10
2021,IRL,47,Ireland,0.27,-2
2021,MDA,48,Moldova,0.24,6
2021,GRC,49,Greece,0.23,0
2021,IDN,50,Indonesia,0.23,-3
2021,MKD,51,North Macedonia,0.18,18
2021,CYP,52,Cyprus,0.18,3
2021,SLV,53,El Salvador,0.17,9
2021,LBN,54,Lebanon,0.15,-2
2021,NZL,55,New Zealand,0.13,-2
2021,UKR,56,Ukraine,0.11,-8
2021,NOR,57,Norway,0.06,-14
2021,COL,58,Colombia,0.01,2
2021,DOM,59,Dominican Republic,0.01,2
2021,SWZ,60,Eswatini,-0.08,7
2021,EGY,61,Egypt,-0.09,4
2021,KHM,62,Cambodia,-0.18,30
2021,MUS,63,Mauritius,-0.19,0
2021,MAR,64,Morocco,-0.24,11
2021,JOR,65,Jordan,-0.25,3
2021,SAU,66,Saudi Arabia,-0.31,4
2021,URY,67,Uruguay,-0.33,7
2021,ARG,68,Argentina,-0.33,4
2021,PAN,69,Panama,-0.33,-23
2021,LKA,70,Sri Lanka,-0.33,1
2021,RUS,71,Russian Federation,-0.35,-7
2021,ZAF,72,South Africa,-0.36,-14
2021,BRA,73,Brazil,-0.39,-14
2021,ALB,74,Albania,-0.39,9
2021,BEN,75,Benin,-0.43,9
2021,KGZ,76,Kyrgyzstan,-0.45,-10
2021,GEO,77,Georgia,-0.45,1
2021,ARM,78,Armenia,-0.47,-5
2021,AZE,79,Azerbaijan,-0.49,22
2021,HTI,80,Haiti,-0.50,6
2021,PRY,81,Paraguay,-0.50,10
2021,BGD,82,Bangladesh,-0.50,13
2021,GTM,83,Guatemala,-0.51,43
2021,JAM,84,Jamaica,-0.51,-2
2021,HND,85,Honduras,-0.52,2
2021,GNQ,86,Equatorial Guinea,-0.54,14
2021,UZB,87,Uzbekistan,-0.55,21
2021,BHR,88,Bahrain,-0.55,-31
2021,TCD,89,Chad,-0.56,9
2021,DZA,90,Algeria,-0.56,7
2021,BWA,91,Botswana,-0.56,5
2021,NIC,92,Nicaragua,-0.56,11
2021,YEM,93,Yemen,-0.59,28
2021,NER,94,Niger,-0.63,13
2021,TGO,95,Togo,-0.63,-18
2021,QAT,96,Qatar,-0.63,15
2021,NPL,97,Nepal,-0.64,-17
2021,CUB,98,Cuba,-0.65,-5
2021,ECU,99,Ecuador,-0.66,-20
2021,IRQ,100,Iraq,-0.67,-1
2021,ETH,101,Ethiopia,-0.67,-11
2021,LBR,102,Liberia,-0.68,16
2021,CMR,103,Cameroon,-0.69,14
2021,BFA,104,Burkina Faso,-0.69,6
2021,TTO,105,Trinidad and Tobago,-0.70,-3
2021,TKM,106,Turkmenistan,-0.70,-12
2021,UGA,107,Uganda,-0.73,2
2021,GAB,108,Gabon,-0.74,16
2021,MWI,109,Malawi,-0.74,3
2021,KWT,110,Kuwait,-0.75,-25
2021,AGO,111,Angola,-0.76,-23
2021,SEN,112,Senegal,-0.76,-23
2021,SDN,113,Sudan,-0.78,2
2021,KEN,114,Kenya,-0.79,-38
2021,MRT,115,Mauritania,-0.80,7
2021,LBY,116,Libya,-0.81,0
2021,CIV,117,Côte d'Ivoire,-0.86,-12
2021,GIN,118,Guinea,-0.87,11
2021,AFG,119,Afghanistan,-0.87,-13
2021,IRN,120,Iran,-0.88,0
2021,OMN,121,Oman,-0.90,-7
2021,RWA,122,Rwanda,-0.94,9
2021,MLI,123,Mali,-0.96,-42
2021,LAO,124,Laos,-0.98,6
2021,PNG,125,Papua New Guinea,-0.98,0
2021,PAK,126,Pakistan,-0.99,-22
2021,MMR,127,Myanmar,-1.03,7
2021,GHA,128,Ghana,-1.05,0
2021,VEN,129,Venezuela,-1.05,-10
2021,CHL,130,Chile,-1.06,-7
2021,NAM,131,Namibia,-1.08,-18
2021,PER,132,Peru,-1.11,6
2021,BOL,133,Bolivia,-1.24,2
2021,TJK,134,Tajikistan,-1.28,-2
2021,MDG,135,Madagascar,-1.32,5
2021,COG,136,Republic of the Congo,-1.34,-9
2021,ZWE,137,Zimbabwe,-1.36,6
2021,ZMB,138,Zambia,-1.39,-5
2021,MOZ,139,Mozambique,-1.39,-2
2021,TZA,140,Tanzania,-1.40,1
2021,MNG,141,Mongolia,-1.47,1
2021,NGA,142,Nigeria,-1.49,-3
2021,AUS,143,Australia,-1.50,-7
2021,COD,144,Democratic Republic of the Congo,-1.67,0
2021,KAZ,145,Kazakhstan,-1.70,0
