Year,ISO3 Code,Rank,Country,Greenplexity Index,Change in 5yrs
2014,JPN,1,Japan,3.55,N/A
2014,DEU,2,Germany,3.39,N/A
2014,FRA,3,France,2.79,N/A
2014,CZE,4,Czech Republic,2.77,N/A
2014,USA,5,United States of America,2.71,N/A
2014,CHN,6,China,2.64,N/A
2014,AUT,7,Austria,2.64,N/A
2014,ITA,8,Italy,2.59,N/A
2014,HUN,9,Hungary,2.53,N/A
2014,SWE,10,Sweden,2.47,N/A
2014,KOR,11,South Korea,2.37,N/A
2014,TWN,12,Taiwan,2.35,N/A
2014,GBR,13,United Kingdom of Great Britain and Northern Ireland,2.34,N/A
2014,CHE,14,Switzerland,2.25,N/A
2014,SVN,15,Slovenia,2.24,N/A
2014,DNK,16,Denmark,2.15,N/A
2014,POL,17,Poland,2.02,N/A
2014,FIN,18,Finland,1.98,N/A
2014,BEL,19,Belgium,1.95,N/A
2014,ROU,20,Romania,1.88,N/A
2014,SGP,21,Singapore,1.71,N/A
2014,EST,22,Estonia,1.66,N/A
2014,SVK,23,Slovakia,1.62,N/A
2014,ESP,24,Spain,1.55,N/A
2014,MEX,25,Mexico,1.55,N/A
2014,NLD,26,Netherlands,1.53,N/A
2014,HRV,27,Croatia,1.51,N/A
2014,THA,28,Thailand,1.50,N/A
2014,ISR,29,Israel,1.34,N/A
2014,PRT,30,Portugal,1.26,N/A
2014,LTU,31,Lithuania,1.24,N/A
2014,HKG,32,Hong Kong,1.16,N/A
2014,MYS,33,Malaysia,1.11,N/A
2014,TUN,34,Tunisia,1.09,N/A
2014,LVA,35,Latvia,1.04,N/A
2014,SRB,36,Serbia,0.89,N/A
2014,TUR,37,Turkiye,0.85,N/A
2014,BLR,38,Belarus,0.84,N/A
2014,IND,39,India,0.80,N/A
2014,BGR,40,Bulgaria,0.77,N/A
2014,PHL,41,Philippines,0.60,N/A
2014,CAN,42,Canada,0.52,N/A
2014,PAN,43,Panama,0.51,N/A
2014,CRI,44,Costa Rica,0.48,N/A
2014,IRL,45,Ireland,0.46,N/A
2014,LBN,46,Lebanon,0.42,N/A
2014,UKR,47,Ukraine,0.42,N/A
2014,NOR,48,Norway,0.33,N/A
2014,IDN,49,Indonesia,0.32,N/A
2014,BIH,50,Bosnia and Herzegovina,0.31,N/A
2014,GRC,51,Greece,0.30,N/A
2014,NZL,52,New Zealand,0.28,N/A
2014,CYP,53,Cyprus,0.20,N/A
2014,ZAF,54,South Africa,0.17,N/A
2014,MDA,55,Moldova,0.14,N/A
2014,BRA,56,Brazil,0.10,N/A
2014,ARE,57,United Arab Emirates,0.10,N/A
2014,SLV,58,El Salvador,0.06,N/A
2014,ARG,59,Argentina,0.01,N/A
2014,VNM,60,Vietnam,0.01,N/A
2014,EGY,61,Egypt,-0.06,N/A
2014,COL,62,Colombia,-0.08,N/A
2014,JOR,63,Jordan,-0.10,N/A
2014,SWZ,64,Eswatini,-0.13,N/A
2014,DOM,65,Dominican Republic,-0.14,N/A
2014,MKD,66,North Macedonia,-0.14,N/A
2014,MUS,67,Mauritius,-0.15,N/A
2014,URY,68,Uruguay,-0.22,N/A
2014,BHR,69,Bahrain,-0.30,N/A
2014,RUS,70,Russian Federation,-0.34,N/A
2014,ETH,71,Ethiopia,-0.36,N/A
2014,LKA,72,Sri Lanka,-0.37,N/A
2014,ARM,73,Armenia,-0.39,N/A
2014,SAU,74,Saudi Arabia,-0.41,N/A
2014,AFG,75,Afghanistan,-0.43,N/A
2014,ALB,76,Albania,-0.43,N/A
2014,ECU,77,Ecuador,-0.48,N/A
2014,NPL,78,Nepal,-0.48,N/A
2014,GEO,79,Georgia,-0.48,N/A
2014,MAR,80,Morocco,-0.52,N/A
2014,HTI,81,Haiti,-0.53,N/A
2014,JAM,82,Jamaica,-0.53,N/A
2014,NER,83,Niger,-0.53,N/A
2014,MLI,84,Mali,-0.54,N/A
2014,PRY,85,Paraguay,-0.56,N/A
2014,TCD,86,Chad,-0.57,N/A
2014,TGO,87,Togo,-0.57,N/A
2014,BGD,88,Bangladesh,-0.57,N/A
2014,AGO,89,Angola,-0.58,N/A
2014,IRQ,90,Iraq,-0.58,N/A
2014,YEM,91,Yemen,-0.58,N/A
2014,TKM,92,Turkmenistan,-0.59,N/A
2014,UZB,93,Uzbekistan,-0.59,N/A
2014,KWT,94,Kuwait,-0.59,N/A
2014,DZA,95,Algeria,-0.59,N/A
2014,GNQ,96,Equatorial Guinea,-0.60,N/A
2014,NIC,97,Nicaragua,-0.60,N/A
2014,HND,98,Honduras,-0.60,N/A
2014,BEN,99,Benin,-0.61,N/A
2014,CMR,100,Cameroon,-0.62,N/A
2014,AZE,101,Azerbaijan,-0.62,N/A
2014,MWI,102,Malawi,-0.63,N/A
2014,NAM,103,Namibia,-0.63,N/A
2014,BFA,104,Burkina Faso,-0.65,N/A
2014,BWA,105,Botswana,-0.66,N/A
2014,QAT,106,Qatar,-0.69,N/A
2014,GTM,107,Guatemala,-0.70,N/A
2014,MRT,108,Mauritania,-0.71,N/A
2014,PAK,109,Pakistan,-0.74,N/A
2014,KEN,110,Kenya,-0.77,N/A
2014,LBY,111,Libya,-0.78,N/A
2014,PNG,112,Papua New Guinea,-0.78,N/A
2014,TTO,113,Trinidad and Tobago,-0.79,N/A
2014,LBR,114,Liberia,-0.81,N/A
2014,VEN,115,Venezuela,-0.82,N/A
2014,IRN,116,Iran,-0.83,N/A
2014,UGA,117,Uganda,-0.84,N/A
2014,GIN,118,Guinea,-0.84,N/A
2014,SEN,119,Senegal,-0.85,N/A
2014,KGZ,120,Kyrgyzstan,-0.87,N/A
2014,CHL,121,Chile,-0.87,N/A
2014,KHM,122,Cambodia,-0.87,N/A
2014,GAB,123,Gabon,-0.87,N/A
2014,SDN,124,Sudan,-0.90,N/A
2014,CUB,125,Cuba,-0.90,N/A
2014,CIV,126,Côte d'Ivoire,-0.91,N/A
2014,GHA,127,Ghana,-0.92,N/A
2014,TJK,128,Tajikistan,-0.95,N/A
2014,OMN,129,Oman,-0.98,N/A
2014,RWA,130,Rwanda,-1.00,N/A
2014,ZMB,131,Zambia,-1.01,N/A
2014,NGA,132,Nigeria,-1.09,N/A
2014,COG,133,Republic of the Congo,-1.09,N/A
2014,MOZ,134,Mozambique,-1.14,N/A
2014,BOL,135,Bolivia,-1.15,N/A
2014,PER,136,Peru,-1.16,N/A
2014,MDG,137,Madagascar,-1.19,N/A
2014,TZA,138,Tanzania,-1.20,N/A
2014,MNG,139,Mongolia,-1.20,N/A
2014,ZWE,140,Zimbabwe,-1.29,N/A
2014,LAO,141,Laos,-1.31,N/A
2014,MMR,142,Myanmar,-1.41,N/A
2014,AUS,143,Australia,-1.44,N/A
2014,COD,144,Democratic Republic of the Congo,-1.51,N/A
2014,KAZ,145,Kazakhstan,-1.58,N/A
